slug,name,url,description
todesk,ToDesk,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/todesk_network_sigma.yml,Detects potential network activity of ToDesk RMM tool
todesk,ToDesk,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/todesk_processes_sigma.yml,Detects potential processes activity of ToDesk RMM tool
total_software_deployment,Total Software Deployment,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/total_software_deployment_processes_sigma.yml,Detects potential processes activity of Total Software Deployment RMM tool
turbomeeting,TurboMeeting,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/turbomeeting_network_sigma.yml,Detects potential network activity of TurboMeeting RMM tool
turbomeeting,TurboMeeting,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/turbomeeting_processes_sigma.yml,Detects potential processes activity of TurboMeeting RMM tool
ultra_vnc,Ultra VNC,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/ultra_vnc_processes_sigma.yml,Detects potential processes activity of Ultra VNC RMM tool
ultraviewer,UltraViewer,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/ultraviewer_network_sigma.yml,Detects potential network activity of UltraViewer RMM tool
ultraviewer,UltraViewer,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/ultraviewer_processes_sigma.yml,Detects potential processes activity of UltraViewer RMM tool
ultravnc,UltraVNC,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/ultravnc_network_sigma.yml,Detects potential network activity of UltraVNC RMM tool
ultravnc,UltraVNC,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/ultravnc_processes_sigma.yml,Detects potential processes activity of UltraVNC RMM tool
updatesimplehelp,SimpleHelp,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/simplehelp_network_sigma.yml,Detects potential network activity of SimpleHelp RMM tool
updatesimplehelp,SimpleHelp,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/simplehelp_processes_sigma.yml,Detects potential processes activity of SimpleHelp RMM tool
veyon,Veyon,,"Detects Veyon RMM activity through registry modifications (EventCode 13), process creation (EventCode 1), and service installation (EventCode 4697)"
visual_studio_dev_tunnel,Visual Studio Dev Tunnel,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/visual_studio_dev_tunnel_network_sigma.yml,Detects potential network activity of Visual Studio Dev Tunnel RMM tool
vizor,VIZOR,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/vizor_files_sigma.yml,Detects potential files activity of VIZOR RMM tool
vizor,VIZOR,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/vizor_network_sigma.yml,Detects potential network activity of VIZOR RMM tool
vizor,VIZOR,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/vizor_processes_sigma.yml,Detects potential processes activity of VIZOR RMM tool
vizor,VIZOR,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/vizor_registry_sigma.yml,Detects potential registry activity of VIZOR RMM tool
vnc,VNC,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/vnc_network_sigma.yml,Detects potential network activity of VNC RMM tool
vnc,VNC,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/vnc_processes_sigma.yml,Detects potential processes activity of VNC RMM tool
webrdp,WebRDP,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/webrdp_network_sigma.yml,Detects potential network activity of WebRDP RMM tool
webrdp,WebRDP,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/webrdp_processes_sigma.yml,Detects potential processes activity of WebRDP RMM tool
weezo,Weezo,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/weezo_network_sigma.yml,Detects potential network activity of Weezo RMM tool
weezo,Weezo,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/weezo_processes_sigma.yml,Detects potential processes activity of Weezo RMM tool
winscp,WinSCP,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/winscp_processes_sigma.yml,Detects potential processes activity of WinSCP RMM tool
xeox,Xeox,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/xeox_network_sigma.yml,Detects potential network activity of Xeox RMM tool
xeox,Xeox,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/xeox_processes_sigma.yml,Detects potential processes activity of Xeox RMM tool
xpra,Xpra,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/xpra_processes_sigma.yml,Detects potential processes activity of Xpra RMM tool
xshell,Xshell,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/xshell_processes_sigma.yml,Detects potential processes activity of Xshell RMM tool
yandex.disk,Yandex.Disk,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/yandex.disk_processes_sigma.yml,Detects potential processes activity of Yandex.Disk RMM tool
zabbix_agent,Zabbix Agent,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/zabbix_agent_network_sigma.yml,Detects potential network activity of Zabbix Agent RMM tool
zabbix_agent,Zabbix Agent,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/zabbix_agent_processes_sigma.yml,Detects potential processes activity of Zabbix Agent RMM tool
zerotier,ZeroTier,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/zerotier_network_sigma.yml,Detects potential network activity of ZeroTier RMM tool
zerotier,ZeroTier,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/zerotier_processes_sigma.yml,Detects potential processes activity of ZeroTier RMM tool
zoc,ZOC,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/zoc_processes_sigma.yml,Detects potential processes activity of ZOC RMM tool
zohoassist,Zoho Assist,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/zoho_assist_network_sigma.yml,Detects potential network activity of Zoho Assist RMM tool
zohoassist,Zoho Assist,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/zoho_assist_processes_sigma.yml,Detects potential processes activity of Zoho Assist RMM tool
